prego_id	ontology	biolink_category	taxon_count	direct_assertion_count	max_prego_score	channels	prego_synonyms
ENVO:00002297	ENVO	biolink:OntologyClass	107	108	4	environmental_samples	environmental feature|environmental features
ENVO:00005747	ENVO	biolink:OntologyClass	105	105	4	environmental_samples	compost soil|compost soils
ENVO:01000305	ENVO	biolink:OntologyClass	105	105	4	environmental_samples	high temperature environment|high temperature environments
ENVO:00002123	ENVO	biolink:OntologyClass	101	102	4	annotated_genomes_isolates|environmental_samples	bioreactor|bioreactors
BTO:0000203	BTO	biolink:GrossAnatomicalStructure	100	101	3	annotated_genomes_isolates	Atmungssystem|Atmungssystems|apparatus respiratorius|apparatus respiratorius s|respiratory system|respiratory systems|respiratory tract|respiratory tractic|respiratory tracts
ENVO:01000134	ENVO	biolink:OntologyClass	99	99	3	annotated_genomes_isolates	hydrothermal fluid|hydrothermal fluids
ENVO:01000236	ENVO	biolink:OntologyClass	99	99	3	annotated_genomes_isolates	basalt|basaltic|basalts
BTO:0005055	BTO	biolink:GrossAnatomicalStructure	97	97	3	annotated_genomes_isolates	scalar|scale|scale tissue|scale tissues|scales
ENVO:00000104	ENVO	biolink:OntologyClass	97	97	3	annotated_genomes_isolates	fan|fork|forks|forkses|furrow|furrows|gap|gullies|gully|hole|hole (seafloor)|ledge|ledges|median valley|median valleys|moat (seafloor)|ocean floor feature|ocean floor features|platform|platforms|province|provinces|ramp|ramp (seafloor)|ravine|ravines|ravinous|ridges|ridgeses|rise|rise (seafloor)|saddlar|saddle|saddles|seafloor feature|seafloor features|shelf edge|shelf edges|spur|subsea feature|subsea features|tongue (seafloor)|undersea bank|undersea bankic|undersea banks|undersea basin|undersea basins|undersea bench|undersea benches|undersea cliff|undersea cliffs|undersea fan|undersea fanic|undersea fans|undersea feature|undersea features|undersea fork|undersea forks|undersea fracture|undersea fracture zone|undersea fractures|undersea furrow|undersea furrows|undersea gap|undersea gapic|undersea gaps|undersea holar|undersea hole|undersea holes|undersea ledge|undersea ledges|undersea levee|undersea levees|undersea median valley|undersea median valleys|undersea moat|undersea moatic|undersea moats|undersea peak|undersea peakic|undersea peaks|undersea pinnaclar|undersea pinnacle|undersea pinnacles|undersea plain|undersea plains|undersea platform|undersea platforms|undersea ramp|undersea rampic|undersea ramps|undersea rise|undersea rises|undersea saddlar|undersea saddle|undersea saddles|undersea shelf|undersea shelf edge|undersea shelf edges|undersea shelf valley|undersea shelf valleys|undersea shelfs|undersea sill|undersea sills|undersea slope|undersea slopes|undersea spur|undersea spurs|undersea terrace|undersea terraces|undersea tongue|undersea tongues|undersea valley|undersea valleys|underwater feature|underwater features
BTO:0000707	BTO	biolink:GrossAnatomicalStructure	96	96	3	annotated_genomes_isolates|environmental_samples	larva|larval|larvas
BTO:0000818	BTO	biolink:GrossAnatomicalStructure	96	96	3	annotated_genomes_isolates	backbone|backbones|backbonous|columna vertebralis|columna vertebralises|dorsal spine|dorsal spines|dorsal spinous|spinal column|spinal columns|spine|spines|spinous|vertebral column|vertebral columns
BTO:0000706	BTO	biolink:GrossAnatomicalStructure	93	93	4	annotated_genomes_isolates|environmental_samples	intestinum crassa|intestinum crassal|intestinum crassum|intestinum crassums|large bowel|large bowels|large intestine|large intestines|large intestinous
BTO:0000507	BTO	biolink:GrossAnatomicalStructure	92	92	4	annotated_genomes_isolates	foregut|foreguts
BTO:0000763	BTO	biolink:GrossAnatomicalStructure	92	93	3	annotated_genomes_isolates	airway globet cell|airway globet cells|lung|lung parenchyma|lung parenchymal|lung parenchymas|parenchyma of lung|parenchyma of lungs
BTO:0001190	BTO	biolink:GrossAnatomicalStructure	91	92	4	annotated_genomes_isolates	nodular|nodule|nodules|root nodular|root nodule|root nodules|root tuberclar|root tubercle|root tubercles
ENVO:00002124	ENVO	biolink:OntologyClass	81	84	4	environmental_samples	anaerobic bioreactor|anaerobic bioreactors
ENVO:01000073	ENVO	biolink:OntologyClass	81	81	1.25361	environmental_samples	marine oligotrophic desert|marine oligotrophic deserts
ENVO:00000303	ENVO	biolink:OntologyClass	79	82	4	annotated_genomes_isolates	CoastalRegion|CoastalRegional|CoastalRegions|Costa|Costal|Costas|Littoral|Littoralic|Littorals|coast|coastal|coastal area|coastal areal|coastal areas|coastal strip|coastal strips|coastalic|coastals|coastic|coasts|rivage|rivages|sea coast|sea coastic|sea coasts
BTO:0001762	BTO	biolink:GrossAnatomicalStructure	78	81	3	annotated_genomes_isolates	neonate|neonates
ENVO:00000215	ENVO	biolink:OntologyClass	78	101	4	annotated_genomes_isolates|environmental_samples	HydrothermalVents|HydrothermalVentses|hydrothermal vent|hydrothermal vents
ENVO:00000367	ENVO	biolink:OntologyClass	76	77	3	annotated_genomes_isolates	State Park|State Parkic|State Parks|national park|national parkic|national parks
BTO:0001308	BTO	biolink:GrossAnatomicalStructure	73	75	3	annotated_genomes_isolates	Magenschleimhaut|Magenschleimhauts|gastric mucosa|gastric mucosal|gastric mucosas|stomach mucosa|stomach mucosal|stomach mucosas|tunica mucosa gastris|tunica mucosa gastrises
ENVO:00000112	ENVO	biolink:OntologyClass	73	73	4	annotated_genomes_isolates|environmental_samples	Arctic land|Arctic landic|Arctic lands|TundraEcosystem|TundraEcosystems|tundra|tundral|tundras
ENVO:00002228	ENVO	biolink:OntologyClass	72	72	4	annotated_genomes_isolates|environmental_samples	pond water|pond waters
ENVO:00000098	ENVO	biolink:OntologyClass	70	70	3	annotated_genomes_isolates	BarrierIsland|BarrierIslandic|BarrierIslands|cay|eyot|holm|island|islandic|islands|islandses|islandsic|isle|islet|islets|key|key (island)
ENVO:00000126	ENVO	biolink:OntologyClass	70	70	4	annotated_genomes_isolates|environmental_samples	sulfur spring|sulfur springs|sulphur spring|sulphur springs
BTO:0000651	BTO	biolink:GrossAnatomicalStructure	69	69	4	annotated_genomes_isolates|environmental_samples	intestinum tenue|intestinum tenues|small intestine|small intestines|small intestinous
BTO:0001244	BTO	biolink:GrossAnatomicalStructure	66	75	3	annotated_genomes_isolates	urinary tract|urinary tractic|urinary tracts
ENVO:00000054	ENVO	biolink:OntologyClass	65	69	4	annotated_genomes_isolates|environmental_samples	saline marsh|saline marshes|saline marshic|salt marsh|salt marshes|salt marshic|salting|saltings|tidal marsh|tidal marshes|tidal marshic
ENVO:01000246	ENVO	biolink:OntologyClass	64	64	4	annotated_genomes_isolates|environmental_samples	village|village biome|villages
BTO:0000269	BTO	biolink:GrossAnatomicalStructure	62	62	1.46786	environmental_samples	colon|colonal|colons
ENVO:00000063	ENVO	biolink:OntologyClass	61	61	4	environmental_samples	aquatic feature|aquatic features|bodies of water|bodies of waters|body of water|body of waters|water bodies|water body
ENVO:00000076	ENVO	biolink:OntologyClass	58	98	4	annotated_genomes_isolates	mine|mined land|mined landic|mined lands
ENVO:00003860	ENVO	biolink:OntologyClass	58	58	4	environmental_samples	pig manure|pig manures
ENVO:01000119	ENVO	biolink:OntologyClass	57	57	1.25528	environmental_samples	silty sediment|silty sediments
ENVO:00000027	ENVO	biolink:OntologyClass	56	56	4	annotated_genomes_isolates	spring|springs
BTO:0000213	BTO	biolink:GrossAnatomicalStructure	53	53	4	environmental_samples	cecum mucosa|cecum mucosal|cecum mucosas
ENVO:00000316	ENVO	biolink:OntologyClass	53	54	4	annotated_genomes_isolates	intertidal|intertidal zone|intertidalic|intertidals|littoral|littoral zone|littoralic|littorals
ENVO:00000033	ENVO	biolink:OntologyClass	52	59	4	annotated_genomes_isolates	POOL|millpond|millponds|pond|ponds|pondses|pool (water body)
ENVO:00002264	ENVO	biolink:OntologyClass	52	53	4	annotated_genomes_isolates	waste|waste areas|waste areases|waste areasic|waste ground|waste grounds|wastes
ENVO:00000043	ENVO	biolink:OntologyClass	50	63	4	annotated_genomes_isolates	EstuarineWetland|EstuarineWetlandic|EstuarineWetlands|LacustrineWetland|LacustrineWetlandic|LacustrineWetlands|MarineWetland|MarineWetlandic|MarineWetlands|PalustrineWetland|PalustrineWetlandic|PalustrineWetlands|RiparianWetland|RiparianWetlandic|RiparianWetlands|TerrestialWetland|TerrestialWetlandic|TerrestialWetlands|WetlandRegion|WetlandRegional|WetlandRegions|back marsh|back marshes|back marshic|backswamp|backswampic|backswamps|barrier flat|barrier flatic|barrier flats|bog|cienaga|cienagal|cienagas|dismal|dismalic|dismals|everglade|everglades|floating marsh|floating marshes|floating marshic|forested wetland|forested wetlandic|forested wetlands|mire|morass|morasses|morassic|muskeg|muskegs|peat cutting area|peat cutting areal|peat cutting areas|quagmire|quagmires|quaking bog|quaking bogs|riparian|riparian area|riparian areal|riparian areas|riparian areases|riparian areasic|riparianic|riparians|slash|slashes|slashic|slough|sloughs|slue|swamp forest|swamp forests|tulelands|tulelandses|tulelandsic|wetland|wetlandic|wetlands
ENVO:00005800	ENVO	biolink:OntologyClass	50	50	4	environmental_samples	desert sand|desert sandic|desert sands
BTO:0000282	BTO	biolink:GrossAnatomicalStructure	48	48	4	environmental_samples	head
ENVO:00000329	ENVO	biolink:OntologyClass	48	48	4	environmental_samples	phreatic|phreatic zone|phreatics|zone of saturation|zone of saturational|zone of saturations
ENVO:00002010	ENVO	biolink:OntologyClass	46	46	4	annotated_genomes_isolates|environmental_samples	saline water|saline waters|salt water|salt waters
BTO:0001297	BTO	biolink:GrossAnatomicalStructure	45	53	3	annotated_genomes_isolates	expectoration|expectorational|expectorations|sputa|sputal|sputum|sputums
ENVO:00000406	ENVO	biolink:OntologyClass	45	45	3	annotated_genomes_isolates	OceanRidge|OceanRidges|mid-ocean ridge|mid-ocean ridges|undersea ridge|undersea ridges
ENVO:00000856	ENVO	biolink:OntologyClass	43	44	4	annotated_genomes_isolates|environmental_samples	city|municipalities|municipality|town|urban|urban area|urban areal|urban areas|urbanic|urbans|village|villages
BTO:0000486	BTO	biolink:GrossAnatomicalStructure	42	43	3	annotated_genomes_isolates	fruit|fruits
ENVO:00000038	ENVO	biolink:OntologyClass	42	42	4	annotated_genomes_isolates|environmental_samples	barrier lagoon|barrier lagoonal|barrier lagoons|lagoon|lagoonal|lagoons|lagoonses|laguna|lagunal|lagunas
ENVO:00000549	ENVO	biolink:OntologyClass	42	42	4	environmental_samples	intermittent body of water|intermittent body of waters|intermittent water bodies|intermittent water body
ENVO:00002045	ENVO	biolink:OntologyClass	42	42	4	annotated_genomes_isolates|environmental_samples	anaerobic sediment|anaerobic sediments|anoxic sediment|anoxic sediments
ENVO:00002224	ENVO	biolink:OntologyClass	42	42	4	environmental_samples	eutrophic water|eutrophic waters
ENVO:00002985	ENVO	biolink:OntologyClass	42	45	4	annotated_genomes_isolates	oil
ENVO:00010506	ENVO	biolink:OntologyClass	42	42	4	environmental_samples	emulsion|emulsional|emulsions
BTO:0000514	BTO	biolink:GrossAnatomicalStructure	41	41	3	annotated_genomes_isolates	germ
BTO:0000142	BTO	biolink:GrossAnatomicalStructure	40	40	4	annotated_genomes_isolates|environmental_samples	brain|brains|encephalon|encephalonal|encephalons
BTO:0000753	BTO	biolink:GrossAnatomicalStructure	39	40	3	annotated_genomes_isolates	lymphoid organ|lymphoid organic|lymphoid organs|lymphoid system|lymphoid systems|lymphoid tissue|lymphoid tissues
BTO:0003120	BTO	biolink:GrossAnatomicalStructure	39	39	1.42024	environmental_samples	arterial plaque|arterial plaques|atheroma cell|atheroma cells|atherosclerotic plaque|atherosclerotic plaques
ENVO:00002191	ENVO	biolink:OntologyClass	39	39	4	environmental_samples	animal litter|animal litters
ENVO:00005794	ENVO	biolink:OntologyClass	39	39	4	environmental_samples	water sca|water scal|water scum|water scums
ENVO:2100003	ENVO	biolink:OntologyClass	39	39	4	environmental_samples	skin environment|skin environments
BTO:0000237	BTO	biolink:GrossAnatomicalStructure	38	42	4	annotated_genomes_isolates	CSF|cerebral spinal fluid|cerebral spinal fluids|cerebrospinal fluid|cerebrospinal fluids|spinal fluid|spinal fluids
BTO:0000751	BTO	biolink:GrossAnatomicalStructure	37	37	4	annotated_genomes_isolates|environmental_samples	PMN cell|PMN cells|PMNC|immune cell|immune cells|leucocyte|leucocytes|leukocyte|leukocytes|polymorphonuclear cell|polymorphonuclear cells|white blood cell|white blood cells
ENVO:00000893	ENVO	biolink:OntologyClass	36	36	4	environmental_samples	Xeric basin|Xeric basin biome|Xeric basins
BTO:0000416	BTO	biolink:GrossAnatomicalStructure	35	35	3	annotated_genomes_isolates	epithelia|epithelial|epithelium|epitheliums
BTO:0000781	BTO	biolink:GrossAnatomicalStructure	34	34	4	annotated_genomes_isolates|environmental_samples	intestinal epithelia|intestinal epithelial|intestinal epithelium|intestinal epitheliums
BTO:0005992	BTO	biolink:GrossAnatomicalStructure	34	34	3	annotated_genomes_isolates|environmental_samples	pseudostem|pseudostems
ENVO:00000019	ENVO	biolink:OntologyClass	34	34	3	annotated_genomes_isolates	salina|salinal|salinas|saline lake|saline lakes|salt lake|salt lakes|salt lakeses|soda lake|soda lakes
ENVO:00002873	ENVO	biolink:OntologyClass	34	34	4	annotated_genomes_isolates|environmental_samples	organic waste|organic wastes
ENVO:01000309	ENVO	biolink:OntologyClass	34	34	1.57638	environmental_samples	cold environment|cold environments
BTO:0001686	BTO	biolink:GrossAnatomicalStructure	33	34	3	annotated_genomes_isolates	articular joint|articular joints|joint|joints
BTO:0000123	BTO	biolink:GrossAnatomicalStructure	32	32	3	annotated_genomes_isolates	bladder|bladders
BTO:0000782	BTO	biolink:GrossAnatomicalStructure	32	32	3	annotated_genomes_isolates	T cell|T cells|T-cell|T-cells|T-lymphocyte|T-lymphocytes
BTO:0005937	BTO	biolink:GrossAnatomicalStructure	32	32	3	annotated_genomes_isolates	intestinal epithelial cell|intestinal epithelial cells|intestinal epithelium cell|intestinal epithelium cells
ENVO:00005803	ENVO	biolink:OntologyClass	32	32	4	environmental_samples	animal habitation|animal habitational|animal habitations|den|nest|nesting areas|nesting areases|nesting areasic
BTO:0000759	BTO	biolink:GrossAnatomicalStructure	31	31	3	annotated_genomes_isolates	liver|livers
ENVO:00000077	ENVO	biolink:OntologyClass	31	31	4	annotated_genomes_isolates|environmental_samples	AgriculturalLands|AgriculturalLandses|AgriculturalLandsic|agricultural areas|agricultural areases|agricultural areasic|agricultural colonies|agricultural colony|agricultural facilities|agricultural facility|agricultural feature|agricultural features|agricultural land|agricultural landic|agricultural lands|agricultural reserve|agricultural reserves|agricultural site|agricultural sites|bailing station|bailing stational|bailing stations|barn|cattle dipping tank|cattle dipping tankic|cattle dipping tanks|corral|corralic|corrals|feedlot|feedlots|grange|granges|grazing allotment|grazing allotments|irrigated field|irrigated fields|nurseries|nursery|pastoral site|pastoral sites|sheepfold|sheepfolds|stockyard|stockyardic|stockyards
ENVO:01000017	ENVO	biolink:OntologyClass	31	35	4	annotated_genomes_isolates	sand|sandies|sands|sandses|sandsic|sandy
ENVO:01000174	ENVO	biolink:OntologyClass	31	31	3	annotated_genomes_isolates	forest|forest biome|forests
BTO:0000671	BTO	biolink:GrossAnatomicalStructure	30	30	4	annotated_genomes_isolates	kidney|kidneys
ENVO:00005740	ENVO	biolink:OntologyClass	30	30	3	annotated_genomes_isolates|environmental_samples	paddy field soil|paddy field soils|rice paddy soil|rice paddy soils
BTO:0001487	BTO	biolink:GrossAnatomicalStructure	29	29	1.45999	environmental_samples	adipose|adipose tissue|adipose tissues|adiposes|bodyfat|bodyfatic|bodyfats|fat|fat tissue|fat tissues
ENVO:00000208	ENVO	biolink:OntologyClass	29	29	4	annotated_genomes_isolates|environmental_samples	pelagic|pelagic zone|pelagics
ENVO:00005778	ENVO	biolink:OntologyClass	29	29	4	annotated_genomes_isolates|environmental_samples	tropical soil|tropical soils
ENVO:00000564	ENVO	biolink:OntologyClass	28	28	4	environmental_samples	archeological site|archeological sites
ENVO:00002061	ENVO	biolink:OntologyClass	28	28	4	environmental_samples	oil spill|oil spills
ENVO:00002185	ENVO	biolink:OntologyClass	28	28	4	annotated_genomes_isolates	oil reservoir|oil reservoirs
BTO:0000828	BTO	biolink:GrossAnatomicalStructure	27	28	3	annotated_genomes_isolates	throat|throatic|throats
ENVO:00000090	ENVO	biolink:OntologyClass	27	27	4	annotated_genomes_isolates	coast plain|coast plains|coastal|coastal plain|coastal plains|coastal zone|coastalic|coastals|offshore area|offshore areal|offshore areas|plain, coast
ENVO:00000115	ENVO	biolink:OntologyClass	27	27	4	environmental_samples	orchard|orchardic|orchards
ENVO:00000291	ENVO	biolink:OntologyClass	27	27	3	annotated_genomes_isolates	Basin|Basins|CATCHMENT|CATCHMENTs|drainage basin|drainage basins
ENVO:00000475	ENVO	biolink:OntologyClass	27	27	3	annotated_genomes_isolates	anse|arm|bight|bights|closed bay|closed bays|firth|firths|gulf|inlet|inlets
BTO:0003906	BTO	biolink:GrossAnatomicalStructure	26	26	3	annotated_genomes_isolates	uroepithelia|uroepithelial|uroepithelium|uroepitheliums|urothelia|urothelial|urothelium|urotheliums
ENVO:01000036	ENVO	biolink:OntologyClass	26	26	4	environmental_samples	oceanic mesopelagic zone|oceanic mesopelagic zone biome|oceanic mesopelagic zones|oceanic mesopelagic zonous
BTO:0003091	BTO	biolink:GrossAnatomicalStructure	25	27	3	annotated_genomes_isolates	genitourinary system|genitourinary systems|genitourinary tract|genitourinary tractic|genitourinary tracts|urogenital system|urogenital systems|urogenital tract|urogenital tractic|urogenital tracts
ENVO:00000091	ENVO	biolink:OntologyClass	24	25	4	annotated_genomes_isolates	beach|beach berm|beach berms|beaches|beacheses|beachic|foreshore flats|foreshore flatses|foreshore flatsic|lagoon beach|lagoon beaches|lagoon beachic|rivage|rivages
ENVO:01000173	ENVO	biolink:OntologyClass	24	24	1.52414	environmental_samples	anoxic water|anoxic waters
BTO:0005655	BTO	biolink:GrossAnatomicalStructure	23	23	3	annotated_genomes_isolates	T helper 17 cell|Th17 cell
ENVO:00000305	ENVO	biolink:OntologyClass	23	23	3	annotated_genomes_isolates	cape|foreland|forelandic|forelands|head|headland|headlandic|headlands|hook|neck|ness|peninsula|peninsulal|peninsulas|point|point (physiographic)|points|pointses|promontgories|promontgory|promontories|promontory|tongue|tongues|winged headland|winged headlandic|winged headlands
BTO:0000801	BTO	biolink:GrossAnatomicalStructure	22	22	3	annotated_genomes_isolates	macrophage|macrophages|macrophagocyte|macrophagocytes|monocyte-derived macrophage|monocyte-derived macrophages
ENVO:00002121	ENVO	biolink:OntologyClass	22	22	3	annotated_genomes_isolates	alkaline salt lake|alkaline salt lakes|soda lake|soda lakes
BTO:0001281	BTO	biolink:GrossAnatomicalStructure	21	21	3	annotated_genomes_isolates	spleen|spleens
ENVO:00002002	ENVO	biolink:OntologyClass	21	21	4	annotated_genomes_isolates|environmental_samples	food product|food products
ENVO:01000254	ENVO	biolink:OntologyClass	21	22	4	annotated_genomes_isolates	environment|environmental system|environmental systems|environments
BTO:0000414	BTO	biolink:GrossAnatomicalStructure	20	20	3	annotated_genomes_isolates	epithelial cell|epithelial cells
BTO:0000463	BTO	biolink:GrossAnatomicalStructure	20	20	3	annotated_genomes_isolates	filament|filaments|stamen filament|stamen filaments
BTO:0000182	BTO	biolink:GrossAnatomicalStructure	19	19	3	annotated_genomes_isolates	HT-29 cell|HT29-CRC cell|ht29|ht29 cell line|ht29 cell lines|ht29 cells
BTO:0000562	BTO	biolink:GrossAnatomicalStructure	19	19	4	annotated_genomes_isolates|environmental_samples	Herz|heart|heartic|hearts
ENVO:00000296	ENVO	biolink:OntologyClass	19	19	3	annotated_genomes_isolates	agricultural site|agricultural sites|rice field|rice fields|rice paddies|rice paddy
ENVO:01000202	ENVO	biolink:OntologyClass	19	19	4	environmental_samples	temperate broadleaf forest|temperate broadleaf forest biome|temperate broadleaf forests
BTO:0000125	BTO	biolink:GrossAnatomicalStructure	18	18	3	annotated_genomes_isolates	blast|blast cell|blast cells|blastic|blasts|hematoblast|hematoblastic|hematoblasts|hematocytoblast|hematocytoblastic|hematocytoblasts|hemocytoblast|hemocytoblastic|hemocytoblasts
BTO:0000398	BTO	biolink:GrossAnatomicalStructure	18	19	3	annotated_genomes_isolates	enterocyte|enterocytes
BTO:0000863	BTO	biolink:GrossAnatomicalStructure	18	18	3	annotated_genomes_isolates|environmental_samples	midgut|midguts
BTO:0001434	BTO	biolink:GrossAnatomicalStructure	18	18	3	annotated_genomes_isolates	vegetative|vegetative cell|vegetative cells|vegetatives
BTO:0004520	BTO	biolink:GrossAnatomicalStructure	18	18	3	annotated_genomes_isolates	T suppressor cell|T suppressor cells|Treg cell|Treg cells|Ts cell|Ts cells|regulatory T-cell|regulatory T-cells|regulatory T-lymphocyte|regulatory T-lymphocytes|suppressor T-cell|suppressor T-cells|suppressor T-lymphocyte|suppressor T-lymphocytes
ENVO:00000100	ENVO	biolink:OntologyClass	18	18	3	annotated_genomes_isolates	chasm|chasmic|chasms|coulee|coulees|dale|glacial gorge|glacial gorges|glacial trough|glacial troughs|glen|goe|gorge|gorges|gulch|gulches|gullies|gully|hollow|hollows|lavaka|lavakal|lavakas|median valley|median valleys|moat|re-entrant|re-entrantic|re-entrants|shelf valley|shelf valleys|strath|strathic|straths|vale|valley|valleys|valleyses
ENVO:00000264	ENVO	biolink:OntologyClass	18	18	3	annotated_genomes_isolates	hills|hillses|knoll|knolls|knollses|mountains|mountainses|range|ranges|seaknoll|seaknolls|seakpeak|seakpeakic|seakpeaks|seamount|seamounts|submarine volcano|submarine volcanoes|undersea hill|undersea hills|undersea knoll|undersea knolls|undersea mound|undersea mounds
ENVO:01000262	ENVO	biolink:OntologyClass	18	18	3	annotated_genomes_isolates|environmental_samples	seep
ENVO:00002055	ENVO	biolink:OntologyClass	17	17	4	environmental_samples	sandstone|sandstones|sandstonous
ENVO:01000127	ENVO	biolink:OntologyClass	17	17	1.41893	environmental_samples	marine cold seep|marine cold seep biome|marine cold seeps
BTO:0000397	BTO	biolink:GrossAnatomicalStructure	16	16	3	annotated_genomes_isolates	tooth|tooths
BTO:0001468	BTO	biolink:GrossAnatomicalStructure	16	16	3	annotated_genomes_isolates	xylem|xylems
BTO:0000131	BTO	biolink:GrossAnatomicalStructure	15	16	3	annotated_genomes_isolates	blood plasma|blood plasmal|blood plasmas|plasma|plasmal|plasmas
BTO:0000450	BTO	biolink:GrossAnatomicalStructure	15	15	3	annotated_genomes_isolates	fiber|fibers
BTO:0000452	BTO	biolink:GrossAnatomicalStructure	15	15	3	annotated_genomes_isolates	fibroblast|fibroblastic|fibroblasts
BTO:0000817	BTO	biolink:GrossAnatomicalStructure	15	15	3	annotated_genomes_isolates	Brustdruese|Brustdrueses|glandula mammaria|glandula mammarial|glandula mammarias|lactiferous gland|lactiferous glandic|lactiferous glands|mamma|mammal|mammary gland|mammary glandic|mammary glands|mammas
ENVO:00003862	ENVO	biolink:OntologyClass	15	17	4	annotated_genomes_isolates	dairies|dairy
BTO:0000662	BTO	biolink:GrossAnatomicalStructure	14	14	3	annotated_genomes_isolates	Nasenrachenraa|Nasenrachenraal|Nasenrachenraum|Nasenrachenraums|nasopharynx|nasopharynxes
BTO:0001058	BTO	biolink:GrossAnatomicalStructure	14	14	3	annotated_genomes_isolates	phloem|phloems
BTO:0001158	BTO	biolink:GrossAnatomicalStructure	14	14	3	annotated_genomes_isolates	intestinum recta|intestinum rectal|intestinum rectum|intestinum rectums|recta|rectal|rectum|rectums
BTO:0002979	BTO	biolink:GrossAnatomicalStructure	14	14	3	annotated_genomes_isolates	secretional|secretions
ENVO:00002012	ENVO	biolink:OntologyClass	14	14	3	annotated_genomes_isolates|environmental_samples	hypersaline water|hypersaline waters
ENVO:00003064	ENVO	biolink:OntologyClass	14	14	4	annotated_genomes_isolates	drinking water|drinking waters
BTO:0000149	BTO	biolink:GrossAnatomicalStructure	13	13	3	annotated_genomes_isolates	breast|breastic|breasts
BTO:0000510	BTO	biolink:GrossAnatomicalStructure	13	13	3	annotated_genomes_isolates	hindgut|hindguts
BTO:0000522	BTO	biolink:GrossAnatomicalStructure	13	13	3	annotated_genomes_isolates	Druese|Drueses|gland|glandic|glands|glandula|glandulal|glandulas
BTO:0001426	BTO	biolink:GrossAnatomicalStructure	13	13	4	annotated_genomes_isolates	urethra|urethral|urethras
ENVO:00000084	ENVO	biolink:OntologyClass	13	13	1.28264	environmental_samples	col|defilar|defile|defiles|mountain pass|mountain passes|mountain passic|notches|pass|saddle (physiographic)|sill (physiographic)
ENVO:00000210	ENVO	biolink:OntologyClass	13	13	4	annotated_genomes_isolates	aphotic|aphotic zone|aphotics
BTO:0000130	BTO	biolink:GrossAnatomicalStructure	12	12	3	annotated_genomes_isolates	neutrophil|neutrophil granulocyte|neutrophil granulocytes|neutrophilic granulocyte|neutrophilic granulocytes|neutrophilic leucocyte|neutrophilic leucocytes|neutrophilic leukocyte|neutrophilic leukocytes|neutrophils
BTO:0000519	BTO	biolink:GrossAnatomicalStructure	12	12	3	annotated_genomes_isolates	gingiva|gingival|gingivas|gum
BTO:0001540	BTO	biolink:GrossAnatomicalStructure	12	12	3	annotated_genomes_isolates	beaker cell|beaker cells|caliciform cell|caliciform cells|chalice cell|chalice cells|goblet cell|goblet cells
ENVO:00000081	ENVO	biolink:OntologyClass	12	12	3	annotated_genomes_isolates	cerro|cerroes|cordillera|cordilleral|cordilleras|foothill|foothills|knoll|knolls|montane|montanes|montanous|mountain|mountainoal|mountainoi|mountainous|mountainouses|mountains
ENVO:00000216	ENVO	biolink:OntologyClass	12	12	1.24293	environmental_samples	fumarolar|fumarole|fumaroles
ENVO:00000218	ENVO	biolink:OntologyClass	12	12	4	annotated_genomes_isolates|environmental_samples	active chimney|active chimneys|black smoker|black smokers|oceanic vent|oceanic vents|sea vent|sea vents
BTO:0000424	BTO	biolink:GrossAnatomicalStructure	11	11	3	annotated_genomes_isolates	RBC|erythrocyte|erythrocytes|red blood cell|red blood cells|red blood corpusclar|red blood corpuscle|red blood corpuscles
BTO:0000784	BTO	biolink:GrossAnatomicalStructure	11	12	3	annotated_genomes_isolates	lymph gland|lymph glandic|lymph glands|lymph node|lymph nodes
BTO:0002173	BTO	biolink:GrossAnatomicalStructure	11	11	3	annotated_genomes_isolates	tuberclar|tubercle|tubercles
ENVO:00000083	ENVO	biolink:OntologyClass	11	11	3	annotated_genomes_isolates	cerro|cerroes|hill|hillies|hillock|hillocks|hills|hillses|hilly|hilly areas|hilly areases|hilly areasic|knoll|knolls
BTO:0000155	BTO	biolink:GrossAnatomicalStructure	10	10	3	annotated_genomes_isolates	BAL cell|BAL cells|bronchioalveolar lavage|bronchioalveolar lavage s|bronchioalveolar lavages|bronchoalveolar lavage fluid|bronchoalveolar lavage fluids
BTO:0000227	BTO	biolink:GrossAnatomicalStructure	10	11	3	annotated_genomes_isolates	CNS|central nervous system|central nervous systems|cerebrospinal axis|cerebrospinal axises|neuraxis|neuraxises
BTO:0000338	BTO	biolink:GrossAnatomicalStructure	10	10	3	annotated_genomes_isolates	bacterial plaque|bacterial plaques|dental plaque|dental plaques
BTO:0001142	BTO	biolink:GrossAnatomicalStructure	10	10	4	annotated_genomes_isolates	fruit pulp|fruit pulps|pulp
ENVO:00002015	ENVO	biolink:OntologyClass	10	10	4	environmental_samples	volcanic rock|volcanic rocks
ENVO:00002276	ENVO	biolink:OntologyClass	10	10	4	annotated_genomes_isolates	animal waste|animal wastes
ENVO:01000316	ENVO	biolink:OntologyClass	10	10	4	environmental_samples	alkaline environment|alkaline environments
BTO:0000464	BTO	biolink:GrossAnatomicalStructure	9	9	3	annotated_genomes_isolates	flagellate|flagellates
BTO:0000574	BTO	biolink:GrossAnatomicalStructure	9	9	3	annotated_genomes_isolates	blood cell|blood cells|haematopoietic cell|haematopoietic cells|haemopoietic cell|haemopoietic cells|hematopoietic cell|hematopoietic cells|hemopoietic cell|hemopoietic cells
BTO:0001170	BTO	biolink:GrossAnatomicalStructure	9	9	3	annotated_genomes_isolates	resting cell|resting cells
