Ontology ID	label	parent class	definition	definition cross reference	comment	comment cross reference	editors note	exact synonym	broad synonym	narrow synonym	related synonym	in subset	cross reference	subclass axiom	creation date	created by
	macroalgal bed	ENVO:01001378	A marine bed which is covered by one or more species of attached macroalgae, typically belonging to the Phaeophyceae, Rhodophyta or Ulvophyceae.	https://culturebotai.github.io/HabitatMech/pages/habitats/macroalgal-bed-habitatmech-gold-0e7a5162bb.html			Requested by HabitatMech. Attested by GOLD with 69 upstream assertions across 1 source concept(s): Environmental > Aquatic > Marine > Seaweed. Definition authored from the record's committed deep-research report under research/habitats/, read in full; the report's proposed sentence, genus and near-miss table are the evidence. No new research was commissioned. Labelled for the setting, not the organism: the report is explicit that 'Seaweed' names an organism, which FOODON:03412266 already does, while the concept here is a benthic place. Modelled on the sibling ENVO:01000059 'sea grass bed'. REPLACE because the inherited ENVO:00001999 'marine water body' is not broader - a bed underlies a water body rather than being a kind of one.	Seaweed|algal bed|seaweed bed|seaweed forest
	aquatic macrophyte-associated environment	ENVO:01001000	An environmental system determined by an aquatic macrophyte, or by a part of an aquatic macrophyte.	https://culturebotai.github.io/HabitatMech/pages/habitats/aquatic-macrophyte-associated-environment-habitatmech-bacdive-38260eea00.html			Requested by HabitatMech. Attested by BACDIVE with 66 upstream assertions across 1 source concept(s): Aquatic-plant. Definition authored from the record's committed deep-research report under research/habitats/, read in full; the report's proposed sentence, genus and near-miss table are the evidence. No new research was commissioned. Genus is ENVO:01001000 rather than ENVO:01001001 'plant-associated environment' because aquatic macrophytes include macroalgae and aquatic bryophytes, which are not plants; the report is explicit on this. Labelled macrophyte rather than plant for the same reason.	Aquatic-plant
	lichen-associated environment	ENVO:01001041	A fungi-associated environment which is determined by a lichen thallus.	https://culturebotai.github.io/HabitatMech/pages/habitats/lichen-associated-environment-habitatmech-gold-5e1a5d695c.html			Requested by HabitatMech. Attested by GOLD with 66 upstream assertions across 1 source concept(s): Host-associated > Fungi > Lichen. Definition curated from the committed deep-research report. GOLD files the composite lichen thallus under Fungi and the fungal partner supplies its nomenclatural identity, making fungi-associated environment the narrowest defensible existing genus; the FOODON organism term remains an xref.	Lichen
	indoor dust	ENVO:00002008	A dust which settles and accumulates on interior surfaces of a built structure, and which is a heterogeneous mixture of particles shed by occupants, pets and furnishings, tracked-in soil, and deposited outdoor-derived particulate matter.	https://culturebotai.github.io/HabitatMech/pages/habitats/indoor-dust-habitatmech-gold-398aeb6c37.html			Requested by HabitatMech. Attested by GOLD with 65 upstream assertions across 1 source concept(s): Environmental > Air > Indoor Air > Dust. Definition authored from the record's committed deep-research report under research/habitats/, read in full; the report's proposed sentence, genus and near-miss table are the evidence. No new research was commissioned. Introduces a setting-based differentia under ENVO:00002008 'dust', where every existing child is differentiated by composition or source material. REPLACE because the inherited parent was the GOLD path parent habitatmech:GOLD.40979f5751 'Indoor Air', and dust is not a kind of air.	Dust|house dust|settled dust
	oyster-associated environment	ENVO:01001002	An animal-associated environment which is determined by an oyster, or by a part of an oyster.	https://culturebotai.github.io/HabitatMech/pages/habitats/oyster-associated-environment-habitatmech-gold-fd2443a2c3.html			Requested by HabitatMech. Attested by GOLD with 61 upstream assertions across 1 source concept(s): Host-associated > Mollusca > Oyster. Definition authored from the record's committed deep-research report under research/habitats/, read in full; the report's proposed sentence, genus and near-miss table are the evidence. No new research was commissioned. NCBITaxon:6563 and FOODON:03411224 stay xrefs: the concept is the animal-as-place, not the taxon. The genus is one level tighter than animal-associated environment and has no children in ENVO yet. Genus moved from ENVO:01001176 'environment associated with an aquatic invertebrate' to ENVO:01001002 (#210), with the whole aquatic-invertebrate host family rather than record by record - #210 was filed over three records and the genus is actually held by five, so fixing only the three would have rebuilt the same split it reports. Both terms are true of the concept, so this chooses between two true genera on what each drags in: ENVO asserts ENVO:01001176 under ENVO:01001002 AND ENVO:01001055 'environment associated with an animal part or small animal', so the tighter genus makes every descendant inherit a size-and-partonomy restriction that is false of a whole adult sponge, ascidian, oyster, giant clam or sea urchin. ENVO's own modelling is the decisive evidence: ENVO:01001179 'cnidarian-associated environment' - the closest analogue, a taxon-scoped class over aquatic invertebrates - is asserted under ENVO:01001002 ALONE, and ENVO:01001176 has no children in the slice at all. Not carried as an xref: it is genuinely broader, so recording it would re-import the ancestry this declines.	Oyster
	bivalve-associated environment	ENVO:01001002	An animal-associated environment which is determined by a bivalve mollusc, or by a part of a bivalve mollusc.	https://culturebotai.github.io/HabitatMech/pages/habitats/bivalve-associated-environment-habitatmech-gold-59e8d1205d.html			Requested by HabitatMech. Attested by GOLD with 59 upstream assertions across 1 source concept(s): Host-associated > Mollusca > Bivalves. Definition authored from the record's committed deep-research report under research/habitats/, read in full; the report's proposed sentence, genus and near-miss table are the evidence. No new research was commissioned. FOODON:03412113 'bivalve' is a food-product class rather than a host organism, so it is the wrong kind of term entirely and is not used. ADD keeps the GOLD parent and the already-present ENVO:01001002, of which the tighter genus is a descendant. Dropped the exact synonym 'Bivalvia-associated environment' (#213): it was coined at authoring time to mirror the requested label, is attested by no source and proposed by no report, and an exact synonym asserts that people actually use the name. Genus moved from ENVO:01001176 'environment associated with an aquatic invertebrate' to ENVO:01001002 (#210), with the whole aquatic-invertebrate host family rather than record by record - #210 was filed over three records and the genus is actually held by five, so fixing only the three would have rebuilt the same split it reports. Both terms are true of the concept, so this chooses between two true genera on what each drags in: ENVO asserts ENVO:01001176 under ENVO:01001002 AND ENVO:01001055 'environment associated with an animal part or small animal', so the tighter genus makes every descendant inherit a size-and-partonomy restriction that is false of a whole adult sponge, ascidian, oyster, giant clam or sea urchin. ENVO's own modelling is the decisive evidence: ENVO:01001179 'cnidarian-associated environment' - the closest analogue, a taxon-scoped class over aquatic invertebrates - is asserted under ENVO:01001002 ALONE, and ENVO:01001176 has no children in the slice at all. Not carried as an xref: it is genuinely broader, so recording it would re-import the ancestry this declines.	Bivalves
	sea urchin-associated environment	ENVO:01001002	An animal-associated environment which is determined by a sea urchin, or by a part of a sea urchin.	https://culturebotai.github.io/HabitatMech/pages/habitats/sea-urchin-associated-environment-habitatmech-gold-b19422ad27.html			Requested by HabitatMech. Attested by GOLD with 53 upstream assertions across 1 source concept(s): Host-associated > Invertebrates > Echinodermata > Sea Urchin. Definition authored from the record's committed deep-research report under research/habitats/, read in full; the report's proposed sentence, genus and near-miss table are the evidence. No new research was commissioned. Worded like the existing ENVO:01001179 'cnidarian-associated environment', which is ENVO's own precedent for a taxon-scoped associated-environment class. The report recommends ENVO:01001002 rather than the tighter ENVO:01001176; the Echinodermata GOLD parent is kept, so ADD.	Sea Urchin|echinoid-associated environment
	outdoor air	ENVO:00002005	Air which is not enclosed by a building envelope or other construction, and which is therefore in continuous exchange with the planetary atmosphere.	https://culturebotai.github.io/HabitatMech/pages/habitats/outdoor-air-habitatmech-gold-d263dfb09c.html			Requested by HabitatMech. Attested by GOLD with 42 upstream assertions across 1 source concept(s): Environmental > Air > Outdoor Air. Definition authored from the record's committed deep-research report under research/habitats/, read in full; the report's proposed sentence, genus and near-miss table are the evidence. No new research was commissioned. The enclosure split is the primary partition of GOLD's whole Air branch and is written into US 40 CFR 50.1(e) and EU Directive 2008/50/EC. The report's public-access qualifier in those legal texts is regulatory scoping and is deliberately NOT imported: air over a fenced yard is still outdoor air. Requested as a pair with indoor air. Dropped the source label 'Outdoor Air' from exact_synonym (#213), on the same reasoning as the indoor-air row: case-only variants of the requested label are not synonyms. 'ambient air' is the attested one and is kept.	ambient air
	amphibian-associated environment	ENVO:01001002	An animal-associated environment which is determined by an amphibian.	https://culturebotai.github.io/HabitatMech/pages/habitats/amphibian-associated-environment-habitatmech-gold-0cd585a031.html			Requested by HabitatMech. Attested by GOLD with 41 upstream assertions across 1 source concept(s): Host-associated > Amphibia. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence.	Amphibia
	protozoan-associated environment	ENVO:01001000	An environmental system determined by an organism which is determined by a protozoan.	https://culturebotai.github.io/HabitatMech/pages/habitats/protozoan-associated-environment-habitatmech-gold-f3d8c3793f.html			Requested by HabitatMech. Attested by GOLD with 32 upstream assertions across 1 source concept(s): Host-associated > Protozoa. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence. Parented to the organism root rather than the animal one: a protozoan is not an animal.	Protozoa
	cooling tower	ENVO:00000070	A human construction which rejects waste heat from a recirculating water loop by evaporating part of that water into an air stream drawn through the structure, and which retains the remaining water in an open basin between passes.	https://culturebotai.github.io/HabitatMech/pages/habitats/cooling-tower-habitatmech-bacdive-71d5f01e03.html			Requested by HabitatMech. Attested by BACDIVE with 26 upstream assertions across 1 source concept(s): Cooling-tower. Definition authored from the record's committed deep-research report under research/habitats/, read in full, and rechecked against EPA WaterSense, DOE FEMP and CDC cooling-tower guidance; no new paid research was commissioned. ENVO has cooling water and water-cooling process terms but no site term for the open recirculating heat-rejection construction. NCIT:C48957 'Tower' remains rejected as a generic tower label, not a broader cooling-tower habitat. ADD keeps any source-inherited hierarchy and supplies ENVO:00000070 as a true ontology genus.
	tunicate-associated environment	ENVO:01001002	An animal-associated environment which is determined by a tunicate or by a part of a tunicate.	https://culturebotai.github.io/HabitatMech/pages/habitats/tunicate-associated-environment-habitatmech-gold-78c645fff9.html			Requested by HabitatMech. Attested by GOLD with 23 upstream assertions across 1 source concept(s): Host-associated > Tunicates. Definition drafted from the record's deep-research report under research/habitats/ and read against it; the report's proposed wording, genus and near-miss table are the evidence.	Tunicates
	echinoderm-associated environment	ENVO:01001002	An animal-associated environment which is determined by an echinoderm or by a part of an echinoderm.	https://culturebotai.github.io/HabitatMech/pages/habitats/echinoderm-associated-environment-habitatmech-gold-e1f435d44b.html			Requested by HabitatMech. Attested by GOLD with 21 upstream assertions across 1 source concept(s): Host-associated > Invertebrates > Echinodermata. Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new research was commissioned. Completes the invertebrate ladder (#222): invertebrate-, mollusc- and tunicate-associated environment were already authored at this rung on ENVO:01001002, and the echinoderm branch was the only one with neither a term nor an ontology parent - which is how it stayed unnoticed, since a record with no ontology parent is invisible to every ancestry-based screen. Worded exactly like the mollusc and tunicate siblings. FOODON:03412115 'echinoderm' and NCBITaxon:7586 stay xrefs: the phylum is a class of organisms, not a place (#99, #114). Genus is ENVO:01001002 and NOT the ENVO:01001176 this report recommends (#210, #222). The report is the fourth on this family to reach that recommendation and it makes the case against itself more clearly than any of the others: its own near-miss table rejects ENVO:01001055 'environment associated with an animal part or small animal' because 'the source concept is whole organisms across five classes spanning millimetre brittle stars to metre-long holothurians', and ENVO asserts ENVO:01001176 as a subclass of exactly that term - so the recommended genus imports the restriction the same paragraph refuses. The report also cites ENVO:01001179 'cnidarian-associated environment' as precedent for phylum-level granularity and notes it is asserted DIRECTLY under ENVO:01001002; that is the fact which decides against ENVO:01001176 rather than for it. Recorded rather than silently overridden, because a report is evidence for a curator and not an input. Dropped the exact synonym 'Echinodermata-associated environment' before merge (#229): it was coined at authoring time to mirror the requested label and is attested by no source and proposed by no report - the same construction #213 removed for 'Bivalvia-associated environment'. It passes the guard added there because it does not squash to the requested label, which is why that guard is not sufficient on its own. The GOLD source label is kept.	Echinodermata
	waste gas	ENVO:01000797	A gaseous environmental material which is discharged from an anthropogenic process to a stack or to abatement equipment, and which bears a load of volatile organic, nitrogenous or reduced-sulfur pollutants.	https://culturebotai.github.io/HabitatMech/pages/habitats/waste-gas-habitatmech-bacdive-3eec8fcfc4.html			Requested by HabitatMech. Attested by BACDIVE with 20 upstream assertions across 1 source concept(s): Waste-gas. Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new paid research was commissioned. The source is BacDive's Engineered > Waste > Waste gas MISO node. ENVO already places diesel exhaust and gasoline exhaust under ENVO:01000797, so this term belongs in the gaseous-material branch. ENVO:01001155 'astrogeological gas' remains rejected as a bare gas-synonym lexical hit. ENVO:00002267 'industrial waste material' is only a near-miss: it names gaseous wastes from manufacturing, but waste gas also covers agricultural, composting and wastewater exhaust. The BacDive attestations are waste-gas biofilter cohorts; the gas stream and biofilter bed must remain separate habitats.
	dinoflagellate-associated environment	ENVO:01001000	An environmental system determined by a dinoflagellate.	https://culturebotai.github.io/HabitatMech/pages/habitats/dinoflagellate-associated-environment-habitatmech-gold-94019ddb33.html			Requested by HabitatMech. Attested by GOLD with 19 upstream assertions across 2 source concept(s): Host-associated > Protists > Dinoflagellates; Host-associated > Algae > Dinoflagellates. Definition curated from existing item-level #108 and #161 decisions plus the committed alga- and microbe-associated reports; no new paid research was commissioned. GOLD files the asserted Dinoflagellates host paths under both Protists and Algae, with a zero-count duplicate under Microbial merged by #258; all three denote a dinoflagellate host as a microbial habitat. ENVO has no dinoflagellate-, protist-, alga-, or microbe-associated environment, so ENVO:01001000 is the tightest existing ontology parent and NCBITaxon:2864 remains an xref rather than the habitat identity.	Dinoflagellates
	sea cucumber-associated environment	ENVO:01001002	An animal-associated environment which is determined by a sea cucumber, or by a part of a sea cucumber.	https://culturebotai.github.io/HabitatMech/pages/habitats/sea-cucumber-associated-environment-habitatmech-gold-67b0fd9ee7.html			Requested by HabitatMech. Attested by GOLD with 17 upstream assertions across 1 source concept(s): Host-associated > Invertebrates > Echinodermata > Sea cucumber. Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new research was commissioned. Flagged in the sea urchin report months before its own was read, and authored with the echinoderm rung above it rather than alone (#222). This report recommends ENVO:01001002 directly, so no override is needed here. ENVO:01001187 'holothurian digestive tract' and ENVO:01001188 'holothurian digestive tract contents' are in the slice and are deliberately NOT parents: both are organ-scoped and therefore NARROWER than this whole-host concept, and parent_habitats means strictly broader. The record's 17 ORGANISM assertions carry no compartment breakdown upstream, so there is nothing to attach them to. FOODON:02022154 'sea cucumber' stays an xref. Dropped the exact synonym 'holothurian-associated environment' before merge (#229): it was coined at authoring time to mirror the requested label and is attested by no source and proposed by no report - the same construction #213 removed for 'Bivalvia-associated environment'. It passes the guard added there because it does not squash to the requested label, which is why that guard is not sufficient on its own. The GOLD source label is kept.	Sea cucumber
	active sourdough starter	ENVO:03600040	A fermentation starter which consists of cereal flour and water acidified by the growth of lactic acid bacteria and yeasts, and which is maintained in a metabolically active state by repeated backslopping until baking ends it.	https://culturebotai.github.io/HabitatMech/pages/habitats/active-sourdough-starter-habitatmech-gold-3153798c1a.html			Requested by HabitatMech. Attested by GOLD with 15 upstream assertions across 1 source concept(s): Engineered > Food production > Sourdough. Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new paid research was commissioned. Labelled 'active sourdough starter' to avoid colliding with FOODON:03302481 'sourdough bread', which incorrectly claims 'sourdough' as a synonym of the baked product; the requested term is the metabolically active habitat before baking. The report recommends minting because the baked-bread term is a false identity and FoodOn's unvendored sourdough-starter terms have commodity or facet-bundle semantics that over-claim relative to GOLD's Sourdough source. ENVO:03600040 'fermentation starter' is the tightest vendored genus and keeps Sourdough under GOLD's Fermentation starter sibling.	Sauerteig|chef|levain|mother dough|sourdough culture|sourdough starter
	amoebozoan-associated environment	ENVO:01001000	An environmental system determined by an amoebozoan.	https://culturebotai.github.io/HabitatMech/pages/habitats/amoebozoan-associated-environment-habitatmech-gold-6a7bcba80d.html			Requested by HabitatMech. Attested by GOLD with 13 upstream assertions across 1 source concept(s): Host-associated > Amoebozoa. Definition authored from the existing item-level #108 decision; no new paid research was commissioned. GOLD's Host-associated > Amoebozoa source denotes amoebozoans acting as microbial hosts and carries 13 organism assertions. ENVO:01001000 is the tightest vendored ontology genus because amoebozoans are eukaryotes outside the existing animal-, plant- and fungi-associated environment branches. The zero-assertion sibling at Host-associated > Protists > Amoebozoa remains SEEDED and still needs its own item-level decision before it can be defined or merged.	Amoebozoa
	serpentinization-hosted carbonate hydrothermal vent chimney	ENVO:01000129	A marine hydrothermal vent chimney which is built of brucite and calcium and magnesium carbonates precipitated where low-temperature, hyperalkaline, hydrogen- and methane-rich fluid produced by serpentinization of ultramafic rock mixes with seawater.	https://culturebotai.github.io/HabitatMech/pages/habitats/serpentinization-hosted-carbonate-hydrothermal-vent-chimney-habitatmech-gold-1208484062.html			Requested by HabitatMech. Attested by GOLD with 12 upstream assertions across 1 source concept(s): Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline > Carbonate. Definition authored from a Carbonate evidence review. The review checked ten of the twelve current organism assertions against the 2021 GOLD export and isolate descriptions, found only Prony Hydrothermal Field carbonate-chimney isolates, and concluded that GOLD's bare Carbonate leaf denotes a serpentinization-driven carbonate chimney rather than carbonate-rich soda-lake water. ENVO:01000129 'marine hydrothermal vent chimney' is the tightest vendored genus because existing alkaline-water, microbialite, carbonate-rock and smoker terms describe the wrong material, process or vent type. parent_mode=REPLACE intentionally drops the inherited Alkaline parent because it is marked NOT_APPLICABLE and because this leaf is marine or intertidal despite GOLD's Non-marine bucket. Two organism rows added after the local 2021 GOLD export remain unchecked because live GOLD fetches returned 403.	carbonaceous chimney|carbonate chimney|carbonate edifice
	peat moss-associated environment	ENVO:01001001	A plant-associated environment which is determined by a living Sphagnum gametophore, and which comprises the surfaces of its stem and phyllids together with the water-filled lumina of its hyaline cells and the capillary spaces between them.	https://culturebotai.github.io/HabitatMech/pages/habitats/peat-moss-associated-environment-habitatmech-gold-7f57b82cab.html			Requested by HabitatMech. Attested by GOLD with 11 upstream assertions across 1 source concept(s): Host-associated > Plants > Peat moss. Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new paid research was commissioned. The report recommends minting because GOLD's Host-associated > Plants > Peat moss source denotes living Sphagnum gametophores and their surface, hyaline-cell and capillary-water microhabitats, while ENVO's sphagnum bog, peat soil, peatland and moss-dominated vegetation classes denote the surrounding ecosystem, dead peat, or a landcover class. ENVO:01001001 'plant-associated environment' is the tightest vendored genus; ENVO:01001057 'environment associated with a plant part or small plant' is a near miss because it includes dead plant matter and sits outside the host-associated branch. mesh:D044003 'Sphagnopsida' remains an xref because it is a taxon rather than a habitat.	Sphagnum moss-associated environment|Sphagnum-associated environment|bog moss-associated environment
	platyhelminth-associated environment	ENVO:01001002	An animal-associated environment which is determined by a platyhelminth or by a part of a platyhelminth.	https://culturebotai.github.io/HabitatMech/pages/habitats/platyhelminth-associated-environment-habitatmech-gold-769955119f.html			Requested by HabitatMech. Attested by GOLD with 11 upstream assertions across 1 source concept(s): Host-associated > Invertebrates > Platyhelminthes. Definition authored from the existing item-level #108 decision; no new paid research was commissioned. GOLD's Host-associated > Invertebrates > Platyhelminthes source denotes flatworms acting as microbial hosts and carries 11 organism assertions. ENVO:01001002 is the tightest existing ontology genus because flatworms are animals, while the source-inherited invertebrate-associated parent preserves the narrower GOLD host grouping separately.	Platyhelminthes
	persistent organic pollutant bioremediation material	ENVO:00010483	An environmental material which has elevated concentrations of one or more persistent organic pollutants and which is targeted for microbially mediated remediation.	https://culturebotai.github.io/HabitatMech/pages/habitats/persistent-organic-pollutant-bioremediation-material-habitatmech-gold-1a78606807.html			Requested by HabitatMech. Attested by GOLD with 9 upstream assertions across 1 source concept(s): Engineered > Bioremediation > Persistent organic pollutants (POP). Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new paid research was commissioned. GOLD places the leaf under Engineered > Bioremediation and names a contaminant class rather than a sampled substance, so the record denotes the contaminated matrix being remediated, not the persistent organic pollutants themselves. ENVO:00010483 'environmental material' is the tightest vendored genus broad enough to cover POP-contaminated soil, sediment, sludge and water; ENVO:00002116 'contaminated soil' and ENVO:03600001 'chemically contaminated sediment' remain narrower material-specific near misses, and ENVO:00002204 'anthropogenic contamination feature' is a geographic feature rather than a material. The definition uses criteria-based persistent organic pollutants instead of the current Stockholm Convention list because PAHs sit under this source path in GOLD and are covered by CLRTAP rather than Stockholm.
	leaf-or-stem spot lesion environment	ENVO:01001057	An environment associated with a plant part or small plant which is determined by a discrete necrotic or chlorotic spot lesion on a leaf or stem of a living plant, and which is formed by a localized infection that does not spread systemically through the host.	https://culturebotai.github.io/HabitatMech/pages/habitats/leaf-or-stem-spot-lesion-environment-habitatmech-bacdive-31392c69b9.html			Requested by HabitatMech. Attested by BACDIVE with 5 upstream assertions across 1 source concept(s): Spot-Leaf,Stem. Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new paid research was commissioned. The report confirms BacDive's Infection > Plant infections > Spot (Leaf,Stem) source denotes a localized plant spot lesion rather than the healthy leaf or stem organ. ENVO:01001057 'environment associated with a plant part or small plant' is the tightest vendored genus while ENVO lacks a shared plant-infection-site environment parent. PO:0009047 'stem' drops the leaf disjunct and would collide with both Rot-Root,Stem and Stem-Branch; PO:0025034 'leaf' drops the stem disjunct; ENVO:01000170 'indeterminate root nodule infection zone' is a symbiotic, root-specific near miss; disease, trait, and clinical necrotic-lesion terms are the wrong entity type.	Spot (Leaf,Stem)
	anaerobic wastewater treatment reactor	ENVO:00002124	An anaerobic bioreactor which removes dissolved organic matter from a wastewater stream under conditions lacking dissolved oxygen and oxidized nitrogen.	https://culturebotai.github.io/HabitatMech/pages/habitats/anaerobic-wastewater-treatment-reactor-habitatmech-gold-bb0eb00ccb.html			Requested by HabitatMech. Attested by GOLD with 3 upstream assertions across 1 source concept(s): Engineered > Wastewater > Nutrient removal > Dissolved organics (anaerobic). Definition authored from the committed deep-research report; no new paid research was commissioned. The report re-reads GOLD's Dissolved organics (anaerobic) source path as an anaerobic secondary wastewater-treatment unit rather than a free dissolved-organic analyte, and it identifies ENVO:00002124 'anaerobic bioreactor' as the tightest existing genus because ENVO lacks an anaerobic wastewater treatment reactor class while narrower descendants such as ENVO:00002213 'anaerobic sludge blanket reactor' over-specify reactor geometry. parent_mode=REPLACE intentionally drops GOLD's Nutrient removal parent: the source bucket is a loose secondary-treatment grouping, but removing dissolved organic carbon is carbon/BOD removal rather than nutrient removal.
	brown algal embryo	ENVO:01001000	An environmental system determined by an organism which is a brown alga between fertilisation and the differentiated juvenile thallus, attached to a hard marine substratum by self-secreted adhesive.	https://culturebotai.github.io/HabitatMech/pages/habitats/brown-algal-embryo-habitatmech-gold-32330da5da.html			Requested by HabitatMech. Attested by GOLD with 3 upstream assertions across 1 source concept(s): Host-associated > Algae > Brown Algae > Embryo. Definition authored from the record's committed deep-research report under research/habitats/, read in full; the report's proposed sentence, genus and near-miss table are the evidence. No new research was commissioned. Labelled 'brown algal embryo' and not 'embryo' on the report's explicit instruction: the bare label must not be the definiendum, because in GOLD 'Embryo' is a reusable life-stage slot - the same thing MIxS models as host_life_stage - and two sibling nodes carry it under Red algae and under Fish. This is the #161 case where two records share a source label and are NOT the same concept: the differentia is already in the path, so each gets its own label and no shared-term mechanism is needed. Genus is ENVO:01001000 rather than the plant or animal branch because a brown alga is a stramenopile, neither plant nor animal; the report notes ENVO has no algae-associated environment class at all, which is the real gap here.	Embryo|Phaeophyceae embryo
	aquifer rock or sediment	ENVO:00010483	An environmental material which is a portion of saturated rock or unconsolidated sediment that composes the solid matrix of an aquifer.	https://culturebotai.github.io/HabitatMech/pages/habitats/aquifer-rock-or-sediment-habitatmech-gold-20fb5b0162.html			Requested by HabitatMech. Attested by GOLD with 1 upstream assertions across 1 source concept(s): Environmental > Terrestrial > Deep subsurface > Aquifer > Rock core/Sediment. Definition authored from a local evidence review, read in full. The review interprets GOLD's Environmental > Terrestrial > Deep subsurface > Aquifer > Rock core/Sediment leaf as in situ saturated aquifer material rather than a recovered core sample. ENVO:00010483 'environmental material' is the tightest existing genus that subsumes both rock and sediment, while ENVO:00012408 'aquifer' is a related geologic body and not an is-a parent. parent_mode=REPLACE drops the source-derived Aquifer parent because the material composes an aquifer rather than being a kind of aquifer.	aquifer matrix
	nauplius-associated environment	ENVO:01001002	An animal-associated environment which is determined by a crustacean in its nauplius larval stage.	https://culturebotai.github.io/HabitatMech/pages/habitats/nauplius-associated-environment-habitatmech-gold-62e447374d.html			Requested by HabitatMech. Attested by GOLD with 1 upstream assertions across 1 source concept(s): Host-associated > Arthropoda: Crustaceans > Larva: Nauplius. Definition authored from a local evidence review, read in full. The review confirmed the GOLD leaf as a real host-associated crustacean larval environment and identified crustacean-associated environment as the natural genus. That intermediate is already requested by habitatmech:GOLD.2959225799 but does not exist in ENVO, so this row uses ENVO:01001002 'animal-associated environment' as the same direct ENVO genus used by the crustacean parent; ENVO:01001176 is not used because #210 rejected it for whole-host invertebrate requests.
	oil or gas pipeline network	ENVO:03600014	A pipeline network which is used to transport crude oil, petroleum products, natural gas, or mixtures of these materials.	https://culturebotai.github.io/HabitatMech/pages/habitats/oil-or-gas-pipeline-network-habitatmech-gold-74bb711f82.html			Requested by HabitatMech. Attested by GOLD with 1 upstream assertions across 1 source concept(s): Engineered > Built environment > Pipeline > Oil/Gas pipeline. Definition authored from a local evidence review, read in full. The review found ENVO:03600014 'pipeline network' in the vendored slice and chose it as the tightest existing genus that covers both liquids and gases without ENVO:03600012's narrower oil-only scope or its over-specific consumer-destination clause. ENVO:03600012 remains an xref because it is a related oil-pipeline sibling, while gathering, transmission, distribution, flowline, trunk-line and gas-line names denote regulatory or operational subclasses rather than exact synonyms.	oil and gas pipeline
	air scrubber	ENVO:00003074	A manufactured product which removes gaseous or particulate contaminants from an air or waste-gas stream by bringing that stream into contact with a recirculating scrubbing liquid over internal packing.	https://culturebotai.github.io/HabitatMech/pages/habitats/air-scrubber-habitatmech-gold-ebf95a8a4a.html			Requested by HabitatMech. Attested by GOLD with 0 upstream assertions across 1 source concept(s): Environmental > Air > Indoor Air > Air scrubber. Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new paid research was commissioned. The report reads GOLD's Environmental > Air > Indoor Air > Air scrubber leaf as an agricultural or industrial wet exhaust scrubber whose wetted packing, biofilm, and recirculating liquid form microbial habitats. ENVO lacks a scrubber or air-pollution-control-device class; ENVO:00003074 'manufactured product' is the tightest vendored genus, while ENVO:00002152 'biofilter' and ENVO:00003968 'air filter' are near misses that over-claim biological degradation or HVAC semantics. parent_mode=REPLACE drops GOLD's inherited Indoor Air parent because the scrubber treats an air stream but is not itself a portion of indoor air.	air washer|gas scrubber|wet scrubber
	air scrubber biofilm	ENVO:00002034	A biofilm which grows on wetted packing, wall, or sump surfaces inside an air scrubber and is sustained by pollutants transferred from the treated gas stream into the scrubbing liquid.	https://culturebotai.github.io/HabitatMech/pages/habitats/air-scrubber-biofilm-habitatmech-gold-7f436f8aff.html			Requested by HabitatMech. Attested by GOLD with 0 upstream assertions across 1 source concept(s): Environmental > Air > Indoor Air > Air scrubber > Biofilm. Definition authored from the record's committed deep-research report under research/habitats/, read in full; no new paid research was commissioned. The report interprets GOLD's Environmental > Air > Indoor Air > Air scrubber > Biofilm leaf as a biofilm on wetted packing or fouled interior surfaces inside a wet air scrubber. ENVO:00002034 'biofilm' is the tightest vendored genus and is already the genus for other path-qualified GOLD biofilm leaves. ENVO:00002152 'biofilter', ENVO:00002123 'bioreactor', and ENVO:00003968 'air filter' name devices rather than the attached biomass. parent_mode=REPLACE drops the inherited Air scrubber parent because the biofilm is inside the scrubber but not a kind of scrubber.	scrubber biofilm
